"grade","age","gender","live","times.moved","now.living","time.work","time.no.adult","time.friend","time.school.act","time.noschool.act","time.reading","time.church","time.HW","time.excersize","time.fruit","X30.smoke","X30.5drinks","X30dr.driving","X30.cig","X30cigars","X30drink","X30marijuana","X30glue","X30meth","X30coke","X30amph","X30prescription","X30counter","X30chew","X30steroid","X30barbituates","pride","truth","values.drug","responsibility","friends","fix.problems","decision","excite","hard.work","Pop.cig","Pop.drink","Pop.marijuana","Pop.otherdrug","safe","best.school","talk.adult","grades","home.rules","home.happy","home.al.drug","home.close","home.talk","home.support","home.know","home.chores","home.wrong","home.praise","Wpdrink","N.safe","X"
"6th",13,"Female","In a small city or town, less than 5,000 population","None","with grandparents or other relatives","2 or less hours","2 or less hours","2 or less hours","3-5 hours","3-5 hours","2 or less hours","2 or less hours","2 or less hours",7,"3 times per day","I have never tried cigarette smoking, not even a few puffs","0 days","I don't drive","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Used but not last 30 days","Have never used","Have never used","Disagree","Agree","Agree","Agree","Agree","Disagree","Disagree","Agree","Agree","A lot less popular","A lot less popular","A lot less popular","A lot less popular","Agree","Agree","Agree","Excellent","Agree","Agree","Disagree","Agree","Agree","Agree","Always","Always","Always","Always","Very wrong","Agree",NA
"6th",13,"Female","On a farm","None","with a parent/s","2 or less hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours",-1,"1 time per day","I have never tried cigarette smoking, not even a few puffs","0 days","I don't drive","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Disagree","Agree","Wouldnt change my popularity","Wouldnt change my popularity","Wouldnt change my popularity","Wouldnt change my popularity","Agree","Agree","Agree","Above average","Agree","Agree","Disagree","Agree","Agree","Agree","Never","Never","Never","Never","Very wrong","Agree",NA
"8th",13,"Female","On a farm","None","with a parent/s","2 or less hours","2 or less hours","3-5 hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours",7,"3 times per day","I have never tried cigarette smoking, not even a few puffs","0 days","I don't drive","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","A lot less popular","A lot less popular","A lot less popular","A lot less popular","Agree","Agree","Agree","Average","Agree","Agree","Disagree","Agree","Agree","Agree","Always","Sometimes","Always","Always","Very wrong","Agree",NA
"8th",13,"Female","In a medium sized city, 5,000-30,000 population","None","with a parent/s","2 or less hours","2 or less hours","3-5 hours","3-5 hours","2 or less hours","3-5 hours","2 or less hours","3-5 hours",4,"1 time per day","I have never tried cigarette smoking, not even a few puffs","0 days","I don't drive","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Disagree","Agree","A lot less popular","A lot less popular","A lot less popular","A lot less popular","Agree","Agree","Agree","Average","Agree","Agree","Disagree","Agree","Agree","Agree","Always","Often","Always","Always","Very wrong","Agree",NA
"8th",13,"Female","In a small city or town, less than 5,000 population","None","-1","2 or less hours","2 or less hours","6 or more hours","2 or less hours","3-5 hours","3-5 hours","6 or more hours","-1",6,"3 times per day","I have never tried cigarette smoking, not even a few puffs","0 days","I don't drive","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","A lot less popular","Less popular","A lot less popular","A lot less popular","Agree","Agree","Agree","Above average","Agree","Agree",NA,"Agree","Agree","Agree","Always","Always","Always","Always","Very wrong","Agree",NA
"8th",13,"Female","In a medium sized city, 5,000-30,000 population","Once","with a parent/s","2 or less hours","2 or less hours","2 or less hours","6 or more hours","2 or less hours","2 or less hours","2 or less hours","3-5 hours",7,"Less than 1 time per day","I have never tried cigarette smoking, not even a few puffs","0 days","I don't drive","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Wouldnt change my popularity","Wouldnt change my popularity","Wouldnt change my popularity","Wouldnt change my popularity","Agree","Agree","Agree","Above average","Agree","Agree","Disagree","Agree","Agree","Agree","Always","Always","Sometimes","Often","Very wrong","Agree",NA
"8th",13,"Female","In a large city over 30,000 population","Twice","with a parent/s","2 or less hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours","3-5 hours","2 or less hours","3-5 hours",4,"3 times per day","-1","0 days","I don't drive","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Wouldnt change my popularity","Wouldnt change my popularity","Wouldnt change my popularity","Less popular","Agree","Agree","Agree","Average","Agree","Agree",NA,"Agree","Agree","Agree","Always","Always","Sometimes","Sometimes","Very wrong","Agree",NA
"8th",13,"Female","In a small city or town, less than 5,000 population","None","with a parent/s","2 or less hours","2 or less hours","2 or less hours","6 or more hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours",5,"1 time per day","I have never tried cigarette smoking, not even a few puffs","0 days","I don't drive","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","A lot less popular","A lot less popular","A lot less popular","A lot less popular","Agree","Agree","Agree","Above average","Agree","Agree","Disagree","Agree","Agree","Agree","Always","Sometimes","Often","Always","Very wrong","Agree",NA
"8th",13,"Female","On a farm","None","with a parent/s","2 or less hours","2 or less hours","3-5 hours","2 or less hours","3-5 hours","2 or less hours","2 or less hours","2 or less hours",4,"1 time per day","I have never tried cigarette smoking, not even a few puffs","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Less popular","Less popular","A lot less popular","A lot less popular","Agree","Agree","Agree","Above average","Agree","Agree","Disagree","Agree","Agree","Agree","Always","Always","Often","Always","Very wrong","Agree",NA
"8th",13,"Female","In a medium sized city, 5,000-30,000 population","None","with a parent/s","3-5 hours","3-5 hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours","3-5 hours",3,"1 time per day","I did not smoke cigarettes during the past 30 days","0 days","I don't drive","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","More popular","More popular","More popular","More popular","Disagree","Agree","Agree","Average","Agree","Agree","Disagree","Agree","Agree","Agree","Always","Often","Sometimes","Always","Wrong","Agree",NA
"8th",13,"Female","In a medium sized city, 5,000-30,000 population","None","-1","2 or less hours","3-5 hours","3-5 hours","2 or less hours","2 or less hours","3-5 hours","3-5 hours","6 or more hours",-1,"3 times per day","I have never tried cigarette smoking, not even a few puffs","0 days","I don't drive","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Disagree","Agree","Agree","Agree","Agree","Agree",NA,"Agree","Agree","A lot less popular","A lot less popular","A lot less popular","A lot less popular","Agree","Agree","Agree","Above average","Agree","Agree","Disagree","Agree","Agree","Agree","Often","Often","Always","Always","Very wrong","Agree",NA
"8th",13,"Female","In a small city or town, less than 5,000 population","None","with a parent/s","2 or less hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours",6,"2 times per day","I have never tried cigarette smoking, not even a few puffs","0 days","I don't drive","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","A lot less popular","A lot less popular","A lot less popular","A lot less popular","Agree","Agree","Agree","Excellent","Agree","Agree","Disagree","Agree","Agree","Agree","Always","Always","Often","Often","Very wrong","Agree",NA
"8th",13,"Female","In a small city or town, less than 5,000 population","None","with a parent/s","2 or less hours","6 or more hours","3-5 hours","2 or less hours","2 or less hours","6 or more hours","2 or less hours","6 or more hours",7,"1 time per day","I have never tried cigarette smoking, not even a few puffs","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","A lot less popular","A lot less popular","A lot less popular","A lot less popular","Agree","Agree","Agree","Excellent","Agree","Agree","Disagree","Agree","Agree","Agree","Always","Always","Always","Always","Very wrong","Agree",NA
"8th",13,"Female","In a medium sized city, 5,000-30,000 population","None","with a parent/s","2 or less hours","2 or less hours","2 or less hours","6 or more hours","6 or more hours","2 or less hours","2 or less hours","3-5 hours",7,"3 times per day","I have never tried cigarette smoking, not even a few puffs","0 days","I don't drive","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","A lot less popular","A lot less popular","A lot less popular","A lot less popular","Agree","Agree","Agree","Average","Agree","Agree","Disagree","Agree","Agree","Agree","-1","Always","Always","Always","Very wrong","Agree",NA
"8th",13,"Female","On a farm","None","with a parent/s","2 or less hours","2 or less hours","2 or less hours","6 or more hours","-1","3-5 hours","2 or less hours","2 or less hours",5,"2 times per day","I have never tried cigarette smoking, not even a few puffs","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","A lot less popular","A lot less popular","A lot less popular","A lot less popular","Agree","Agree","Agree","Above average","Agree","Agree","Disagree","Agree","Agree","Agree","Always","Always","Always","Always","Very wrong","Agree",NA
"8th",13,"Female","In a large city over 30,000 population","Once","with a parent/s","2 or less hours","2 or less hours","3-5 hours","2 or less hours","2 or less hours","3-5 hours","2 or less hours","6 or more hours",4,"4 times per day","I have never tried cigarette smoking, not even a few puffs","0 days","I don't drive","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Less popular","Wouldnt change my popularity","Less popular","A lot less popular","Agree","Agree","Agree","Above average","Agree","Agree","Disagree","Agree","Agree","Agree","Always","Often","Always","Always","Very wrong","Agree",NA
"8th",13,"Female","On a farm","Once","with a parent/s","2 or less hours","2 or less hours","2 or less hours","6 or more hours","2 or less hours","6 or more hours","3-5 hours","6 or more hours",5,"3 times per day","-1","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","A lot less popular","Wouldnt change my popularity","A lot less popular","A lot less popular","Agree","Agree","Agree","Excellent","Agree","Agree","Disagree","Agree","Agree","Agree","Always","Always","Always","Sometimes","Very wrong","Agree",NA
