"gender","age","race","state","agency_responsible","congressional_district_113","latitude","longitude","congressperson_party","pop_total_census_tract","pop_white_census_tract","pop_black_census_tract","pop_asian_census_tract","pop_pacific_islander_census_tract","pop_native_american_census_tract"
"Male",50,"White","TX","Seagoville Police Department","TX5",32.642323,-96.545844,"Republican",602,"97%","0%","0%","0%","0%"
"Male",58,"White","MO","Stone County Sheriff's Office","MO7",36.531548,-93.499883,"Republican",871,"96%","4%","0%","0%","0%"
"Male",26,"White","CA","Paradise Police Department","CA1",39.754273,-121.623606,"Republican",776,"90%","0%","5%","0%","0%"
"Male",23,"White","MO","Springfield Police Department","MO7",37.239684,-93.338424,"Republican",1525,"87%","3%","2%","0%","0%"
"Female",37,"White","MO","Ozark Police Department","MO7",37.021638,-93.204584,"Republican",3575,"94%","4%","0%","0%","1%"
"Female",26,"White","CA","Paradise Police Department","CA1",39.754273,-121.623606,"Republican",776,"90%","0%","5%","0%","0%"
"Male",52,"White","AZ","Eagar Police Department","AZ1",34.106221,-109.292532,"Democrat",1119,"97%","0%","0%","0%","3%"
"Male",24,"Black","NJ","Camden County Police Department","NJ1",39.903491,-75.097736,"Democrat",1889,"11%","89%","0%","0%","0%"
"Male",45,"White","MN","""Columbia Heights Police Department, Fridley Police Department""","MN5",45.040823,-93.252451,"Democrat",1452,"45%","41%","13%","0%","0%"
"Male",50,"White","OH","Columbus Division of Police","OH3",39.953336,-83.066222,"Democrat",559,"36%","54%","0%","0%","0%"
"Male",49,"Hispanic","TX","Corpus Christi Police Department","TX27",27.725488,-97.401816,"Republican",1930,"85%","15%","0%","0%","0%"
"Male",28,"Hispanic","CO","Denver Police Department","CO1",39.710703,-105.017119,"Democrat",976,"67%","1%","18%","2%","12%"
"Male",47,"White","CA","Fontana Police Department","CA35",34.062538,-117.436313,"Democrat",6862,"23%","30%","34%","0%","0%"
"Male",45,"White","NV","Reno Police Department","NV2",39.500592,-119.795405,"Republican",3060,"72%","9%","10%","0%","3%"
"Male",39,"White","GA","Paulding County Sheriff's Office","GA14",33.918419,-84.74251,"Republican",4272,"71%","26%","0%","0%","0%"
"Male",29,"Black","CA","San Bernardino County Sheriff's Department","CA8",34.898357,-117.026533,"Republican",1283,"44%","36%","5%","0%","3%"
"Male",32,"White","GA","Coweta County Sheriff's Department","GA13",33.511433,-84.631625,"Democrat",3949,"19%","74%","5%","0%","0%"
"Male",34,"Black","FL","Manatee County Sheriff's Office","FL16",27.446333,-82.553717,"Republican",2188,"58%","40%","0%","0%","0%"
"Male",27,"Black","FL","Fort Pierce Police Department","FL18",27.437721,-80.352918,"Republican",1609,"0%","100%","0%","0%","0%"
"Male",34,"Black","DC","DC Metropolitan Police Department","DC98",38.895206,-76.924691,"Democrat",2315,"0%","100%","0%","0%","0%"
"Male",44,"Black","MI","Michigan State Police Department","MI6",42.090466,-86.411249,"Republican",990,"59%","35%","0%","0%","3%"
"Female",30,"Black","IN","Hammond Police Department","IN1",41.595252,-87.185491,"Democrat",1151,"82%","15%","2%","0%","0%"
"Male",47,"White","NJ","Little Egg Harbor Police Department","NJ2",39.593283,-74.358182,"Republican",2823,"95%","0%","4%","0%","0%"
"Male",58,"White","GA","Early County Sheriff's Office","GA2",31.432042,-84.723238,"Democrat",563,"47%","53%","0%","0%","0%"
"Male",21,"Black","SC","Cayce Department of Public Safety","SC2",33.977503,-81.051645,"Republican",1327,"83%","6%","6%","0%","0%"
"Male",41,"White","TX","Weatherford Police Department","TX12",32.672271,-97.831197,"Republican",4268,"96%","4%","0%","0%","0%"
"Male",24,"Black","MN","Minneapolis Police Department","MN5",44.991783,-93.300975,"Democrat",1308,"16%","68%","4%","1%","1%"
"Male",32,"White","NC","Harnett County Sheriff's Office","NC8",35.258982,-78.95327,"Republican",5038,"62%","25%","3%","1%","3%"
"Male",16,"Black","PA","Philadelphia Housing Authority Police Department","PA3",40.027702,-75.179144,"Democrat",872,"30%","63%","2%","0%","0%"
"Male",31,"Hispanic","CA","Riverside County Sheriff's Department","CA41",34.006145,-117.399733,"Democrat",1261,"43%","57%","0%","0%","0%"
"Male",25,"Black","DC","Baltimore County Police Department","DC98",38.897619,-77.007156,"Democrat",6909,"63%","27%","6%","0%","0%"
"Male",25,"White","GA","Effingham County Sheriff's Office","GA1",32.171464,-81.388232,"Republican",3430,"97%","2%","1%","0%","0%"
"Male",52,"White","TN","Gibson County Sheriff's Office","TN8",35.95723,-88.874008,"Republican",1386,"97%","0%","1%","0%","2%"
"Male",42,"Hispanic","CA","Sunnyvale Police Department","CA17",37.384087,-122.053501,"Democrat",1642,"58%","0%","36%","0%","2%"
"Male",25,"Hispanic","CA","San Francisco Police Department","CA12",37.747835,-122.42086,"Democrat",1369,"65%","1%","20%","0%","5%"
"Male",57,"White","SC","Aiken County Sheriff's Office","SC2",33.570153,-81.73371,"Republican",1049,"13%","85%","0%","0%","0%"
"Male",32,"Black","MD","Baltimore Police Department","MD7",39.34318,-76.677465,"Democrat",1191,"0%","100%","0%","0%","0%"
"Male",63,"White","CO","Colorado Springs Police Department","CO5",38.909368,-104.878104,"Republican",822,"87%","0%","5%","0%","0%"
"Male",34,"Hispanic","CA","Chico Police Department","CA1",39.716444,-121.84692,"Republican",1276,"95%","2%","1%","1%","1%"
"Male",25,"Hispanic","TX","Laredo Police Department","TX28",27.593347,-99.445749,"Democrat",6040,"70%","0%","20%","0%","0%"
"Male",20,"Black","SC","Spartanburg Methodist College Campus Safety Department","SC4",34.953319,-81.969411,"Republican",2319,"28%","71%","0%","0%","0%"
"Male",45,"Hispanic","CA","San Jose Police Department","CA18",37.254863,-121.914242,"Democrat",2715,"63%","4%","30%","0%","0%"
"Male",68,"White","FL","DeLand Police Department","FL6",28.882194,-81.211599,"Republican",3182,"91%","8%","0%","0%","0%"
"Male",51,"White","OR","Portland Police Bureau","OR1",45.530205,-122.69761,"Democrat",1058,"90%","1%","6%","0%","0%"
"Male",48,"White","WV","Monongalia County Sheriff's Office","WV1",39.634313,-79.940549,"Republican",978,"79%","16%","2%","0%","2%"
"Female",36,"White","SC","Berkeley County Sheriff's Office","SC1",32.964036,-80.020081,"Republican",4662,"58%","28%","7%","0%","0%"
"Male",30,"White","MO","St. Louis County Police Department","MO2",38.538203,-90.341441,"Republican",2029,"96%","1%","1%","0%","0%"
"Male",18,"Asian","CA","University of California Police Department","CA16",37.365226,-120.43201,"Democrat",5719,"65%","4%","25%","0%","1%"
"Male",30,"White","MO","Springfield Police Department","MO7",37.239505,-93.256438,"Republican",1813,"84%","6%","0%","0%","2%"
"Male",6,"White","LA","Avoyelles Parish Ward 2","LA5",31.126636,-92.057406,"Republican",679,"4%","57%","0%","0%","0%"
"Male",62,"Black","DC","Prince George's County Police Department","DC98",38.855313,-76.96913,"Democrat",1772,"1%","99%","0%","0%","0%"
"Male",49,"White","MN","""Hutchinson Police Department, McLeod County Sheriff's Office, Minnesota State Patrol""","MN7",44.891238,-94.375531,"Republican",417,"95%","1%","0%","0%","4%"
"Male",62,"White","ID","Adams County Sheriff's Office","ID1",44.620429,-116.439287,"Republican",933,"96%","0%","0%","0%","0%"
"Male",27,"Black","DC","""Special police, Washington DC""","DC98",38.864533,-76.974153,"Democrat",2463,"6%","91%","2%","0%","0%"
"Male",56,"Black","AL","Opelika Police Department","AL3",32.612559,-85.362645,"Republican",2745,"77%","21%","0%","0%","2%"
"Male",62,"White","KY","Kentucky State Police","KY1",36.66319,-85.36975,"Republican",1113,"89%","0%","5%","0%","0%"
"Male",25,"Black","TX","Houston Police Department","TX18",29.976438,-95.489118,"Democrat",1542,"24%","35%","29%","0%","0%"
"Male",30,"White","OK","Cherokee County Sheriff's Office","OK2",35.827551,-95.180501,"Republican",2962,"57%","2%","0%","0%","33%"
"Male",20,"Black","TX","Houston Police Department","TX18",29.976438,-95.489118,"Democrat",1542,"24%","35%","29%","0%","0%"
"Male",18,"White","TN","Lewis County Sheriff's Office","TN7",35.550477,-87.551311,"Republican",1612,"91%","8%","0%","0%","0%"
"Male",25,"Black","OH","Columbus Division of Police","OH3",39.921384,-82.863398,"Democrat",1105,"48%","48%","0%","0%","0%"
"Male",52,"White","FL","Dixie County Sheriff's Office","FL2",29.674553,-83.03136,"Republican",1719,"96%","3%","0%","0%","0%"
"Male",35,"White","OR","Oregon State Police","OR5",44.979567,-122.992303,"Democrat",3305,"83%","2%","1%","2%","4%"
"Male",57,"White","MS","Monroe County Sheriff's Office","MS1",34.038396,-88.439346,"Republican",1999,"85%","15%","0%","0%","0%"
"Male",29,"Black","CA","San Diego Harbor Police Department","CA52",32.725772,-117.221455,"Democrat",4359,"61%","9%","16%","4%","0%"
"Male",34,"Black","FL","Jacksonville Sheriff's Office","FL5",30.31812,-81.56598,"Democrat",838,"98%","2%","0%","0%","0%"
"Male",18,"Asian","FL","Tampa Police Department","FL14",28.029616,-82.51557,"Democrat",1637,"61%","21%","8%","0%","0%"
"Male",45,"Black","MD","Maryland State Police","MD6",39.40677,-77.388041,"Democrat",862,"61%","23%","8%","0%","0%"
"Female",21,"Black","DC","DC Metropolitan Police Department","DC98",38.982817,-77.026812,"Democrat",675,"38%","56%","4%","0%","0%"
"Male",24,"Hispanic","PA","Southeastern Pennsylvania Transportation Authority Police Department","PA2",39.988962,-75.127386,"Democrat",661,"3%","41%","56%","0%","0%"
"Male",36,"White","GA","Pickens County Sheriff's Office","GA14",34.496851,-84.600865,"Republican",1472,"87%","2%","0%","0%","0%"
"Male",34,"Black","FL","Cape Coral Police Department","FL19",26.738822,-81.941941,"Republican",872,"100%","0%","0%","0%","0%"
"Male",47,"White","WI","Kenosha County Sheriff's Office","WI1",42.581171,-88.095102,"Republican",1301,"100%","0%","0%","0%","0%"
"Male",28,"White","OH","Muskingum County Sheriff's Office","OH12",39.896745,-82.047179,"Republican",1276,"99%","0%","0%","0%","0%"
"Male",30,"Black","CA","Cathedral City Police Department","CA36",33.808419,-116.47348,"Democrat",2198,"86%","0%","10%","4%","0%"
"Male",18,"Black","OK","Midwest City Police Department","OK4",35.444799,-97.412954,"Republican",620,"33%","59%","3%","0%","1%"
"Male",38,"Black","LA","Shreveport Police Department","LA4",32.513851,-93.741414,"Republican",723,"41%","59%","0%","0%","0%"
"Male",53,"White","KY","Kentucky State Police","KY5",37.284624,-82.859716,"Republican",879,"98%","0%","0%","0%","0%"
"Male",21,"Hispanic","CA","Tulare County Sheriff's Office","CA22",36.351017,-119.462141,"Republican",801,"91%","0%","0%","0%","7%"
"Male",36,"Hispanic","TX","Corpus Christi Police Department","TX27",27.842539,-97.580934,"Republican",909,"84%","0%","0%","0%","0%"
"Male",35,"Hispanic","CA","US Customs and Border Protection","CA51",32.665466,-115.495518,"Democrat",1754,"100%","0%","0%","0%","0%"
"Male",21,"White","IA","Cedar Rapids Police Department","IA1",41.970063,-91.71334,"Republican",1410,"91%","2%","0%","0%","1%"
"Male",30,"White","KY","Jeffersontown Police Department","KY3",38.224512,-85.575918,"Democrat",2198,"86%","0%","8%","0%","0%"
"Male",40,"Hispanic","NM","Sierra County Sheriff's Office","NM2",33.188691,-107.222082,"Republican",1302,"100%","0%","0%","0%","0%"
"Male",47,"White","KS","Osage County Sheriff's Office","KS2",38.863597,-95.696568,"Republican",956,"96%","4%","0%","0%","0%"
"Male",53,"Black","CA","Los Angeles County Sheriff's Department","CA43",33.934907,-118.280858,"Democrat",1363,"0%","53%","0%","0%","0%"
"Male",28,"White","CA","Fresno Police Department","CA22",36.802885,-119.768937,"Republican",2997,"38%","23%","24%","0%","0%"
"Male",30,"Black","CA","U.S. Immigration and Customs Enforcement","CA53",32.621092,-116.997683,"Democrat",19303,"23%","8%","64%","0%","0%"
"Male",18,"Black","VA","Richmond Police Department","VA7",37.498891,-77.53656,"Democrat",1829,"41%","41%","4%","0%","0%"
"Male",22,"Hispanic","CA","Modesto Police Department","CA10",37.666458,-120.920704,"Democrat",1525,"71%","9%","17%","0%","0%"
"Male",28,"Black","PA","York Police Department","PA10",39.97334,-76.753087,"Republican",1251,"65%","12%","0%","0%","0%"
"Male",27,"Hispanic","CA","Los Angeles County Sheriff's Department","CA32",34.031081,-117.916118,"Democrat",2017,"7%","3%","90%","0%","0%"
"Male",27,"White","NV","Douglas County Sheriff's Office","NV2",38.905255,-119.751404,"Republican",3289,"98%","0%","0%","0%","1%"
"Male",27,"White","TX","Houston Police Department","TX29",29.78541,-95.362974,"Democrat",2312,"19%","76%","0%","0%","0%"
"Male",20,"Black","TX","Houston Police Department","TX18",29.852136,-95.507587,"Democrat",3527,"16%","77%","3%","0%","4%"
"Male",31,"White","OH","Parma Heights Police Department","OH9",41.431527,-81.707072,"Democrat",1174,"87%","7%","4%","0%","0%"
"Male",35,"White","WA","Kirkland Police Department","WA1",47.707213,-122.188401,"Democrat",1067,"63%","3%","31%","0%","0%"
"Male",25,"Black","OH","Columbus Division of Police","OH3",39.922316,-82.863726,"Democrat",933,"41%","49%","2%","0%","0%"
"Female",46,"White","FL","Collier County Sheriff's Office","FL19",26.086981,-81.729747,"Republican",3551,"93%","4%","3%","0%","0%"
"Male",18,"Hispanic","CA","Indio Police Department","CA36",33.717916,-116.23671,"Democrat",3242,"93%","4%","3%","0%","0%"
"Male",31,"White","MS","Brookhaven Police Department","MS3",31.597232,-90.456619,"Republican",700,"51%","49%","0%","0%","1%"
"Male",44,"Asian","LA","Lake Charles Police Department","LA3",30.174137,-93.228045,"Republican",902,"92%","7%","1%","0%","0%"
"Male",43,"Hispanic","TX","Ector County Sheriff's Office","TX11",31.867233,-102.441822,"Republican",1840,"49%","51%","0%","0%","0%"
"Male",34,"Hispanic","CA","San Bernardino Police Department","CA31",34.108041,-117.279666,"Democrat",1491,"21%","16%","60%","0%","2%"
"Male",23,"Black","SC","Greenville County Sheriff's Office","SC4",34.949162,-82.308016,"Republican",2487,"75%","18%","1%","0%","1%"
"Male",31,"White","CT","Connecticut State Police","CT2",41.284983,-72.41853,"Democrat",933,"100%","0%","0%","0%","0%"
"Male",35,"Hispanic","IL","Lisle Police Department","IL6",41.804881,-88.093465,"Democrat",1020,"91%","0%","9%","0%","0%"
"Male",49,"White","MA","Beverly Police Department","MA6",42.563672,-70.8878,"Democrat",1025,"80%","0%","19%","0%","0%"
"Male",40,"White","MI","Michigan State Police Department","MI4",43.445862,-85.244151,"Republican",1045,"100%","0%","0%","0%","0%"
"Female",62,"White","CA","Riverside County Sheriff's Department","CA42",33.475639,-116.818826,"Republican",598,"84%","6%","0%","0%","0%"
"Male",19,"Hispanic","MD","Howard County Police Department","MD7",39.196381,-76.879015,"Democrat",1687,"65%","12%","20%","0%","0%"
"Male",39,"White","CA","Monterey Police Department","CA20",36.602668,-121.89472,"Democrat",585,"70%","6%","18%","0%","0%"
"Male",51,"White","TX","Hurst Police Department","TX24",32.817608,-97.202157,"Republican",819,"64%","29%","0%","0%","0%"
"Male",27,"Asian","OH","Akron Police Department","OH13",41.040985,-81.43503,"Democrat",652,"100%","0%","0%","0%","0%"
"Male",50,"White","NJ","Woodbridge Police Department","NJ6",40.573172,-74.268308,"Democrat",3128,"35%","45%","21%","0%","0%"
"Male",27,"White","AL","""Muscle Shoals Police Department, Sheffield Police Department""","AL4",34.759116,-87.639658,"Republican",1126,"66%","31%","1%","0%","0%"
"Male",31,"Black","IL","Chicago Police Department","IL7",41.867125,-87.713008,"Democrat",1331,"10%","88%","0%","0%","0%"
"Male",29,"White","TX","Randall County Sheriff's Office","TX13",35.057306,-101.881818,"Republican",1574,"94%","4%","0%","0%","0%"
"Male",26,"Hispanic","CA","Rialto Police Department","CA35",34.096913,-117.403089,"Democrat",3389,"20%","69%","7%","0%","0%"
"Female",55,"White","OR","Washington County Sheriff's Office","OR1",45.49225,-122.861956,"Democrat",2039,"72%","9%","16%","0%","1%"
"Male",40,"White","TX","Rockport Police Department","TX27",28.057479,-97.082123,"Republican",2637,"97%","0%","0%","0%","0%"
"Male",28,"Black","WV","West Virginia State Police","WV3",37.773258,-81.182375,"Republican",489,"38%","61%","0%","0%","0%"
"Male",37,"White","MN","Kanabec County Sheriff's Office","MN8",45.87199,-93.295408,"Republican",475,"86%","0%","0%","0%","2%"
"Male",46,"Native American","SD","Rapid City Police Department","SD0",44.072582,-103.218665,"Republican",1318,"48%","1%","0%","0%","42%"
"Male",59,"Hispanic","CA","San Diego Police Department","CA51",32.561814,-117.065635,"Democrat",1650,"88%","0%","12%","0%","0%"
"Male",43,"White","GA","Walker County Sheriff's Office","GA14",34.961202,-85.266446,"Republican",967,"95%","0%","3%","0%","0%"
"Female",37,"Hispanic","CA","Los Angeles Police Department","CA40",34.02574,-118.258745,"Democrat",1446,"0%","68%","0%","8%","0%"
"Male",40,"Hispanic","TX","Ponder Police Department","TX26",33.166477,-97.277689,"Republican",4537,"88%","5%","3%","0%","0%"
"Male",23,"Hispanic","NM","Lovington Police Department","NM2",32.951102,-103.353825,"Republican",2134,"80%","0%","0%","0%","5%"
"Male",46,"Black","LA","East Baton Rouge Sheriff's Office","LA2",30.506687,-91.124542,"Democrat",2235,"0%","100%","0%","0%","0%"
"Male",33,"Black","IL","Chicago Police Department","IL7",41.897552,-87.71674,"Democrat",1022,"0%","99%","0%","0%","0%"
"Male",45,"White","AZ","Yavapai County Sheriff's Office","AZ4",34.415235,-112.58995,"Republican",632,"94%","0%","0%","0%","0%"
"Male",21,"White","OH","Akron Police Department","OH13",41.099272,-81.511412,"Democrat",934,"36%","17%","42%","0%","0%"
"Male",17,"White","CO","Fountain Police Department","CO5",38.70376,-104.694168,"Republican",6045,"66%","8%","9%","1%","1%"
"Male",42,"Black","FL","Miami-Dade Police Department","FL26",25.583627,-80.37397,"Republican",1241,"8%","92%","0%","0%","0%"
"Male",30,"Native American","MN","St. Paul Police Department","MN4",44.922728,-93.134338,"Democrat",1322,"84%","12%","0%","0%","0%"
"Male",35,"White","TX","McKinney Police Department","TX3",33.177652,-96.637193,"Republican",1682,"62%","34%","0%","2%","1%"
"Male",48,"Black","UT","Salt Lake City Police Department","UT2",40.750898,-111.884418,"Republican",1021,"71%","10%","17%","0%","0%"
"Male",28,"Black","DE","Wilmington Police Department","DE0",39.745594,-75.572637,"Democrat",892,"44%","50%","6%","0%","0%"
"Male",45,"White","VA","Grayson County Sheriff's Office","VA9",36.68628,-81.296982,"Republican",1218,"80%","18%","0%","0%","0%"
"Male",19,"Black","MD","Baltimore County Police Department","MD2",39.468638,-76.829334,"Democrat",2391,"83%","13%","3%","0%","0%"
"Male",55,"White","CA","Shasta County Sheriff's Office","CA1",40.48108,-122.388965,"Republican",1074,"100%","0%","0%","0%","0%"
