grade,age,gender,live,times moved,now living,time work,time no adult,time friend,time school act,time noschool act,time reading,time church,time HW,time excersize,time fruit,30 smoke,30 5drinks,30dr driving,30 cig,30cigars,30drink,30marijuana,30glue,30meth,30coke,30amph,30prescription,30counter,30chew,30steroid,30barbituates,pride,truth,values drug,responsibility,friends,fix problems,decision,excite,hard work,Pop cig,Pop drink,Pop marijuana,Pop otherdrug,safe,best school,talk adult,grades,home rules,home happy,home al drug,home close,home talk,home support,home know,home chores,home wrong,home praise,Wpdrink,N safe,
8th,13,Male,On a farm,None,with a parent/s,0 hours,1-2 hours,0 hours,0 hours,1-2 hours,3-5 hours,1-2 hours,1-2 hours,6,4 times per day,"I have never tried cigarette smoking, not even a few puffs",0 days,I don't drive,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Strongly disagree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,A lot less popular,A lot less popular,A lot less popular,A lot less popular,Agree,Agree,Agree,Above average,Strongly agree,Agree,Disagree,Agree,Disagree,Agree,Always,Always,Often,Sometimes,Very wrong,Strongly agree,
8th,13,Male,"In the country, but not on a farm",None,with a parent/s,0 hours,1-2 hours,6-10 hours,6-10 hours,3-5 hours,1-2 hours,1-2 hours,3-5 hours,6,2 times per day,"I have never tried cigarette smoking, not even a few puffs",0 days,I don't drive,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Less popular,Less popular,Less popular,Less popular,Agree,Agree,Strongly disagree,Above average,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Always,Often,Often,Sometimes,Very wrong,Agree,
8th,13,Male,"In the country, but not on a farm",None,with a parent/s,0 hours,0 hours,0 hours,1-2 hours,0 hours,0 hours,1-2 hours,1-2 hours,3,Less than 1 time per day,"I have never tried cigarette smoking, not even a few puffs",0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly agree,.,Strongly disagree,Wouldnt change my popularity,Wouldnt change my popularity,A lot less popular,A lot less popular,Disagree,Disagree,Disagree,Above average,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Always,Often,Often,Sometimes,Very wrong,Agree,
8th,13,Male,"In a large city over 30,000 population",None,with a parent/s,0 hours,0 hours,0 hours,0 hours,0 hours,0 hours,0 hours,1-2 hours,7,1 time per day,"I have never tried cigarette smoking, not even a few puffs",0 days,I don't drive,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Agree,Agree,Agree,Agree,Disagree,Agree,.,Disagree,Strongly agree,Wouldnt change my popularity,Wouldnt change my popularity,Wouldnt change my popularity,Wouldnt change my popularity,Agree,Agree,Agree,Average,Agree,Agree,Disagree,Agree,Disagree,Agree,Sometimes,Sometimes,Sometimes,Sometimes,Very wrong,Agree,
8th,13,Male,"In a large city over 30,000 population",None,with a parent/s,0 hours,6-10 hours,0 hours,0 hours,1-2 hours,0 hours,0 hours,1-2 hours,1,3 times per day,Less than 1 cigarette per day,0 days,0 days,0 days,1-2 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,More popular,Wouldnt change my popularity,A lot more popular,A lot more popular,Disagree,Disagree,Disagree,Average,Agree,Strongly agree,Disagree,Strongly agree,Disagree,Strongly agree,Sometimes,Sometimes,Sometimes,Always,A little wrong,Agree,
8th,13,Male,"In a large city over 30,000 population",None,with a parent/s,0 hours,1-2 hours,1-2 hours,11 or more hours,11 or more hours,3-5 hours,0 hours,3-5 hours,7,4 times per day,-1,0 days,I don't drive,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Strongly disagree,Agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,A lot less popular,A lot less popular,.,A lot less popular,Agree,Agree,Strongly agree,Average,Agree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Often,Always,Always,Often,Very wrong,Strongly agree,
8th,13,Male,"In a large city over 30,000 population",Twice,with a parent/s,3-5 hours,3-5 hours,1-2 hours,1-2 hours,3-5 hours,-1,0 hours,1-2 hours,7,5 or more times per day,-1,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,-1,0 days,0 days,Have never used,Have never used,Have never used,Strongly agree,Agree,Agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Wouldnt change my popularity,Wouldnt change my popularity,Wouldnt change my popularity,Wouldnt change my popularity,Strongly disagree,Strongly agree,Agree,Average,Strongly agree,Strongly disagree,Strongly disagree,Agree,Disagree,Strongly agree,Often,Sometimes,Sometimes,Sometimes,Dont know,Strongly disagree,
8th,13,Male,"In a medium sized city, 5,000-30,000 population",None,with a parent/s,0 hours,11 or more hours,1-2 hours,6-10 hours,1-2 hours,0 hours,0 hours,1-2 hours,7,1 time per day,"I have never tried cigarette smoking, not even a few puffs",0 days,I don't drive,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Disagree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Wouldnt change my popularity,Wouldnt change my popularity,Wouldnt change my popularity,Wouldnt change my popularity,Agree,Disagree,Agree,.,Disagree,Agree,Disagree,Agree,Disagree,Agree,Sometimes,Sometimes,Never,Sometimes,Dont know,.,
8th,13,Male,"In the country, but not on a farm",None,with a parent/s,0 hours,6-10 hours,1-2 hours,1-2 hours,1-2 hours,1-2 hours,0 hours,3-5 hours,4,2 times per day,I did not smoke cigarettes during the past 30 days,0 days,I don't drive,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Wouldnt change my popularity,More popular,More popular,More popular,Agree,Agree,Agree,Above average,Agree,Agree,Disagree,Agree,Disagree,Disagree,Often,Often,Often,Sometimes,Very wrong,Agree,
8th,13,Male,"In a large city over 30,000 population",Once,with a parent/s,0 hours,3-5 hours,0 hours,0 hours,0 hours,0 hours,1-2 hours,0 hours,0,I did not eat fruit and/or vegetables during the past 7 days,"I have never tried cigarette smoking, not even a few puffs",0 days,I don't drive,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Agree,Agree,Strongly disagree,Agree,Agree,Disagree,Agree,.,Agree,A lot less popular,A lot less popular,A lot less popular,A lot less popular,Agree,Strongly agree,Agree,Below average,Agree,Disagree,Agree,Strongly agree,Disagree,Agree,Always,Sometimes,Sometimes,Often,Very wrong,Strongly agree,
8th,13,Male,"In a medium sized city, 5,000-30,000 population",None,with a parent/s,0 hours,6-10 hours,1-2 hours,0 hours,3-5 hours,1-2 hours,1-2 hours,0 hours,2,3 times per day,-1,0 days,I don't drive,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,A lot less popular,Less popular,A lot less popular,A lot less popular,Disagree,Disagree,Disagree,Average,Strongly agree,Strongly agree,.,Agree,Disagree,Disagree,Always,Never,Sometimes,Sometimes,Very wrong,Agree,
8th,13,Male,"In a medium sized city, 5,000-30,000 population",Once,with a parent/s,1-2 hours,6-10 hours,3-5 hours,6-10 hours,1-2 hours,3-5 hours,1-2 hours,1-2 hours,7,2 times per day,"I have never tried cigarette smoking, not even a few puffs",0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,A lot less popular,A lot less popular,A lot less popular,A lot less popular,Agree,Agree,Agree,Above average,Agree,Agree,Strongly disagree,Agree,Disagree,Agree,Often,Often,Often,Often,Wrong,Agree,
8th,13,Male,On a farm,None,with a parent/s,3-5 hours,1-2 hours,3-5 hours,6-10 hours,0 hours,0 hours,1-2 hours,3-5 hours,3,2 times per day,"I have never tried cigarette smoking, not even a few puffs",0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Disagree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,A lot less popular,A lot less popular,A lot less popular,A lot less popular,Strongly agree,Strongly agree,Strongly agree,Average,Agree,Agree,Strongly disagree,Agree,Disagree,Agree,Often,Often,Often,Often,Very wrong,Strongly agree,
8th,13,Male,"In a large city over 30,000 population",Once,with a parent/s,0 hours,3-5 hours,1-2 hours,0 hours,0 hours,0 hours,0 hours,1-2 hours,6,Less than 1 time per day,I did not smoke cigarettes during the past 30 days,0 days,I don't drive,0 days,0 days,0 days,1-2 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Disagree,Agree,Disagree,Strongly agree,Strongly agree,Agree,.,Agree,Strongly agree,Wouldnt change my popularity,Wouldnt change my popularity,Wouldnt change my popularity,Wouldnt change my popularity,Disagree,.,Agree,.,Strongly agree,Agree,Strongly disagree,Strongly agree,Disagree,Agree,Often,Often,Often,Often,.,.,
8th,13,Male,"In the country, but not on a farm",None,with a parent/s,0 hours,0 hours,0 hours,0 hours,0 hours,0 hours,0 hours,0 hours,-1,1 time per day,I did not smoke cigarettes during the past 30 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Wouldnt change my popularity,Wouldnt change my popularity,Wouldnt change my popularity,Wouldnt change my popularity,Agree,Agree,Disagree,.,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Sometimes,Sometimes,Sometimes,Sometimes,Not wrong at all,Strongly disagree,
8th,13,Male,"In a medium sized city, 5,000-30,000 population",None,with a parent/s,0 hours,3-5 hours,0 hours,1-2 hours,0 hours,0 hours,0 hours,0 hours,7,2 times per day,"I have never tried cigarette smoking, not even a few puffs",0 days,I don't drive,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Disagree,.,.,Disagree,Agree,Disagree,Disagree,Agree,Agree,Wouldnt change my popularity,Wouldnt change my popularity,Wouldnt change my popularity,Wouldnt change my popularity,Disagree,Disagree,Agree,Average,Agree,Agree,Disagree,Strongly agree,Disagree,Agree,Often,Sometimes,Often,Sometimes,Wrong,Agree,
8th,13,Male,"In a small city or town, less than 5,000 population",Twice,with a parent/s,0 hours,3-5 hours,1-2 hours,1-2 hours,1-2 hours,0 hours,0 hours,1-2 hours,7,1 time per day,"I have never tried cigarette smoking, not even a few puffs",0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Strongly disagree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,A lot less popular,A lot less popular,A lot less popular,A lot less popular,Disagree,Strongly agree,Agree,Above average,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Agree,Always,Always,Often,Often,Very wrong,Strongly agree,
8th,13,Male,"In a small city or town, less than 5,000 population",None,with a parent/s,0 hours,3-5 hours,1-2 hours,-1,0 hours,6-10 hours,3-5 hours,3-5 hours,3,2 times per day,"I have never tried cigarette smoking, not even a few puffs",0 days,I don't drive,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Disagree,Disagree,Strongly agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Less popular,Less popular,Less popular,Less popular,Agree,Strongly agree,Agree,Excellent,Strongly agree,Agree,Disagree,Agree,Disagree,Agree,Often,Often,Often,Sometimes,Very wrong,Strongly agree,
8th,13,Male,"In a small city or town, less than 5,000 population",None,with a parent/s,0 hours,6-10 hours,1-2 hours,3-5 hours,3-5 hours,1-2 hours,0 hours,1-2 hours,7,3 times per day,-1,0 days,I don't drive,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Strongly agree,Disagree,Wouldnt change my popularity,Wouldnt change my popularity,Wouldnt change my popularity,Wouldnt change my popularity,Disagree,Strongly disagree,Disagree,Average,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Sometimes,Sometimes,Sometimes,Sometimes,Very wrong,Agree,
8th,13,Male,"In a medium sized city, 5,000-30,000 population",Once,-1,0 hours,3-5 hours,0 hours,1-2 hours,1-2 hours,0 hours,3-5 hours,1-2 hours,5,1 time per day,"I have never tried cigarette smoking, not even a few puffs",0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Disagree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,Agree,A lot less popular,A lot less popular,A lot less popular,A lot less popular,Agree,Agree,Agree,Average,Disagree,Strongly agree,Strongly disagree,Agree,Disagree,Strongly agree,Always,Always,Often,Sometimes,Very wrong,Strongly agree,
8th,13,Male,"In a large city over 30,000 population",None,with a parent/s,0 hours,3-5 hours,0 hours,0 hours,0 hours,0 hours,0 hours,3-5 hours,7,I did not eat fruit and/or vegetables during the past 7 days,"I have never tried cigarette smoking, not even a few puffs",0 days,I don't drive,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Disagree,Disagree,Strongly agree,Disagree,Agree,Agree,Disagree,Agree,Agree,More popular,More popular,More popular,More popular,Disagree,Agree,Disagree,Above average,Agree,Agree,Strongly disagree,Disagree,Disagree,Agree,Sometimes,Always,Often,Never,Very wrong,Agree,
8th,13,Male,"In a small city or town, less than 5,000 population",None,with a parent/s,0 hours,1-2 hours,0 hours,0 hours,0 hours,-1,1-2 hours,1-2 hours,5,3 times per day,"I have never tried cigarette smoking, not even a few puffs",0 days,I don't drive,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Agree,Agree,Strongly agree,Strongly agree,Disagree,Agree,Disagree,Strongly agree,Strongly agree,A lot less popular,A lot less popular,A lot less popular,A lot less popular,Disagree,Agree,Agree,Average,Strongly agree,Agree,Disagree,Agree,Disagree,Agree,Often,Often,Always,Sometimes,Very wrong,Disagree,
8th,13,Male,"In a large city over 30,000 population",None,with a parent/s,0 hours,1-2 hours,0 hours,1-2 hours,0 hours,1-2 hours,1-2 hours,1-2 hours,4,3 times per day,-1,0 days,I don't drive,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Disagree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,A lot less popular,Wouldnt change my popularity,A lot less popular,A lot less popular,Agree,Agree,Agree,Above average,Agree,Agree,Strongly disagree,Strongly agree,Disagree,Agree,Often,Sometimes,Often,Never,Very wrong,Agree,
8th,13,Male,"In a small city or town, less than 5,000 population",Three times,with a parent/s,0 hours,6-10 hours,0 hours,3-5 hours,6-10 hours,0 hours,0 hours,1-2 hours,7,I did not eat fruit and/or vegetables during the past 7 days,"I have never tried cigarette smoking, not even a few puffs",0 days,I don't drive,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Less popular,A lot less popular,A lot less popular,A lot less popular,Disagree,Agree,Agree,Above average,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Never,Often,Sometimes,Never,Very wrong,Agree,
8th,13,Male,"In a medium sized city, 5,000-30,000 population",None,with a parent/s,1-2 hours,6-10 hours,3-5 hours,6-10 hours,3-5 hours,1-2 hours,3-5 hours,1-2 hours,7,1 time per day,"I have never tried cigarette smoking, not even a few puffs",0 days,I don't drive,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Disagree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Less popular,Less popular,A lot less popular,A lot less popular,Disagree,Agree,Agree,.,Agree,Agree,Disagree,Agree,Disagree,Agree,Often,Often,Sometimes,Sometimes,Very wrong,Strongly agree,
8th,13,Male,"In a small city or town, less than 5,000 population",None,with a parent/s,0 hours,11 or more hours,1-2 hours,3-5 hours,6-10 hours,1-2 hours,1-2 hours,1-2 hours,5,1 time per day,I did not smoke cigarettes during the past 30 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,A lot less popular,A lot less popular,A lot less popular,A lot less popular,Strongly agree,Agree,Strongly agree,Above average,Agree,Agree,Disagree,Strongly agree,Disagree,Agree,Often,Often,Always,Sometimes,Very wrong,Strongly agree,
8th,13,Male,"In a small city or town, less than 5,000 population",None,with a parent/s,0 hours,3-5 hours,0 hours,6-10 hours,0 hours,0 hours,3-5 hours,1-2 hours,7,2 times per day,"I have never tried cigarette smoking, not even a few puffs",0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,0 days,Have never used,Have never used,Have never used,Strongly disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly agree,A lot less popular,A lot less popular,A lot less popular,A lot less popular,Agree,Agree,Agree,Average,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Always,Often,Often,Sometimes,Very wrong,Strongly agree,
